hash_dec	hash_le	db_entry	name	perf_le
3956399190	56 DC D1 EB	maz_mx5_rht_09_pp_stock_8	Mazda MX-5	00 00 00 00
3713335784	E8 01 55 DD	maz_rx7_rz_98	Mazda RX-7 RZ	00 00 00 00
3685348580	E4 F4 A9 DB	maz_rx7_rz_98_ai_008	Mazda RX-7 RZ	19 43 C2 7F
1573467549	9D 35 C9 5D	maz_rx7_rz_98_ai_079	Mazda RX-7 RZ	19 43 C2 7F
1390273791	FF E4 DD 52	maz_rx7_rz_98_ai_090	Mazda RX-7 RZ	19 43 C2 7F
1745902740	94 5C 10 68	maz_rx7_rz_98_ai_187	Mazda RX-7 RZ	19 43 C2 7F
2731157591	57 28 CA A2	maz_rx7_rz_98_ai_241	Mazda RX-7 RZ	19 43 C2 7F
529645684	74 C0 91 1F	maz_rx7_rz_98_nfs_e	Mazda RX-7 RZ - NFS Edition	74 C0 91 1F
4255478523	FB 72 A5 FD	maz_rx7_rz_98_pp1v1	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
1526528868	64 FB FC 5A	maz_rx7_rz_98_pp1v2	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
158536153	D9 11 73 09	maz_rx7_rz_98_pp1v3	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
2893231895	17 37 73 AC	maz_rx7_rz_98_pp1v4	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
3515635889	B1 58 8C D1	maz_rx7_rz_98_pp1v5	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
770986015	1F 50 F4 2D	maz_rx7_rz_98_pp1v6	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
680553855	7F 6D 90 28	maz_rx7_rz_98_pp1v7	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
2109887188	D4 52 C2 7D	maz_rx7_rz_98_pp1v8	Mazda RX-7 RZ - Style Pack 1	E9 ED DE F4
3746048346	5A 29 48 DF	maz_rx7_rz_98_pp2v1	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
3654413329	11 EC D1 D9	maz_rx7_rz_98_pp2v2	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
1519706021	A5 DF 94 5A	maz_rx7_rz_98_pp2v3	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
14659301	E5 AE DF 00	maz_rx7_rz_98_pp2v4	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
2955612088	B8 0F 2B B0	maz_rx7_rz_98_pp2v5	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
1759295864	78 B9 DC 68	maz_rx7_rz_98_pp2v6	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
4084862468	04 0E 7A F3	maz_rx7_rz_98_pp2v7	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
2743991837	1D FE 8D A3	maz_rx7_rz_98_pp2v8	Mazda RX-7 RZ - Style Pack 2	F8 D6 15 94
3861891924	54 CB 2F E6	maz_rx7_rz_98_pp3v1	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
2784377152	40 39 F6 A5	maz_rx7_rz_98_pp3v2	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
460698484	74 B3 75 1B	maz_rx7_rz_98_pp3v3	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
2853801599	7F 8E 19 AA	maz_rx7_rz_98_pp3v4	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
2702400591	4F 5C 13 A1	maz_rx7_rz_98_pp3v5	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
4262031785	A9 71 09 FE	maz_rx7_rz_98_pp3v6	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
228855068	1C 0D A4 0D	maz_rx7_rz_98_pp3v7	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
533801469	FD 29 D1 1F	maz_rx7_rz_98_pp3v8	Mazda RX-7 RZ - Time Attack Pack	D5 8E 3A FB
2688135082	AA AF 39 A0	maz_rx7_rz_98_pp_rare_1	Mazda RX-7 RZ - Signature Edition	E4 3C B7 72
1198552022	D6 73 70 47	maz_rx7_rz_98_pp_stock_1	Mazda RX-7 RZ	00 00 00 00
1807438366	1E 52 BB 6B	maz_rx7_rz_98_pp_stock_2	Mazda RX-7 RZ	00 00 00 00
1376730081	E1 3B 0F 52	maz_rx7_rz_98_pp_stock_3	Mazda RX-7 RZ	00 00 00 00
2881244118	D6 4B BC AB	maz_rx7_rz_98_pp_stock_4	Mazda RX-7 RZ	00 00 00 00
1588051005	3D BC A7 5E	maz_rx7_rz_98_pp_stock_5	Mazda RX-7 RZ	00 00 00 00
1911021386	4A DF E7 71	maz_rx7_rz_98_pp_stock_6	Mazda RX-7 RZ	00 00 00 00
3789161057	61 02 DA E1	maz_rx7_rz_98_pp_stock_7	Mazda RX-7 RZ	00 00 00 00
2119356399	EF CF 52 7E	maz_rx7_rz_98_pp_stock_8	Mazda RX-7 RZ	00 00 00 00
3704776160	E0 65 D2 DC	mcl_f1_stk_94	McLaren F1	00 00 00 00
2394758434	22 1D BD 8E	mcl_f1_stk_94_ai_259	McLaren F1	E0 65 D2 DC
2188732611	C3 68 75 82	mcl_f1_stk_94_pp1v1	McLaren F1 - Style Pack 1	7A 5A E0 DB
8847892	14 02 87 00	mcl_f1_stk_94_pp1v2	McLaren F1 - Style Pack 1	7A 5A E0 DB
2546659436	6C F0 CA 97	mcl_f1_stk_94_pp1v3	McLaren F1 - Style Pack 1	7A 5A E0 DB
4201908254	1E 08 74 FA	mcl_f1_stk_94_pp1v4	McLaren F1 - Style Pack 1	7A 5A E0 DB
3309128826	7A 4C 3D C5	mcl_f1_stk_94_pp1v5	McLaren F1 - Style Pack 1	7A 5A E0 DB
3763200407	97 E1 4D E0	mcl_f1_stk_94_pp1v6	McLaren F1 - Style Pack 1	7A 5A E0 DB
734242523	DB A6 C3 2B	mcl_f1_stk_94_pp1v7	McLaren F1 - Style Pack 1	7A 5A E0 DB
4147231431	C7 BA 31 F7	mcl_f1_stk_94_pp1v8	McLaren F1 - Style Pack 1	7A 5A E0 DB
3451952857	D9 9E C0 CD	mcl_f1_stk_94_pp2v1	McLaren F1 - Aero Pack	A1 01 9F 19
2727696005	85 56 95 A2	mcl_f1_stk_94_pp2v2	McLaren F1 - Aero Pack	A1 01 9F 19
2569286113	E1 31 24 99	mcl_f1_stk_94_pp2v3	McLaren F1 - Aero Pack	A1 01 9F 19
179413785	19 A3 B1 0A	mcl_f1_stk_94_pp2v4	McLaren F1 - Aero Pack	A1 01 9F 19
2797745784	78 36 C2 A6	mcl_f1_stk_94_pp2v5	McLaren F1 - Aero Pack	A1 01 9F 19
4269482447	CF 21 7B FE	mcl_f1_stk_94_pp2v6	McLaren F1 - Aero Pack	A1 01 9F 19
1346627002	BA E5 43 50	mcl_f1_stk_94_pp2v7	McLaren F1 - Aero Pack	A1 01 9F 19
3904972435	93 26 C1 E8	mcl_f1_stk_94_pp2v8	McLaren F1 - Aero Pack	A1 01 9F 19
3082609147	FB E1 BC B7	mcl_f1_stk_94_pp_stock_1	McLaren F1	00 00 00 00
1842326981	C5 AD CF 6D	mcl_f1_stk_94_pp_stock_2	McLaren F1	00 00 00 00
3597153073	31 33 68 D6	mcl_f1_stk_94_pp_stock_3	McLaren F1	00 00 00 00
2027198581	75 98 D4 78	mcl_f1_stk_94_pp_stock_4	McLaren F1	00 00 00 00
4061750909	7D 66 19 F2	mcl_f1_stk_94_pp_stock_5	McLaren F1	00 00 00 00
3284152259	C3 2F C0 C3	mcl_f1_stk_94_pp_stock_6	McLaren F1	00 00 00 00
3971845986	62 8F BD EC	mcl_f1_stk_94_pp_stock_7	McLaren F1	00 00 00 00
2188451802	DA 1F 71 82	mcl_f1_stk_94_pp_stock_8	McLaren F1	00 00 00 00
3344308843	6B 1A 56 C7	mcl_mp4_12c_12	McLaren MP4-12C	00 00 00 00
2100163924	54 F5 2D 7D	mcl_mp4_12c_12_ai_009	McLaren MP4-12C	6B 1A 56 C7
853184041	29 8E DA 32	mcl_mp4_12c_12_ai_195	McLaren MP4-12C	0C D1 5B 8C
2231492581	E5 DF 01 85	mcl_mp4_12c_12_ai_212	McLaren MP4-12C	3C 19 8E 09
3809299444	F4 4B 0D E3	mcl_mp4_12c_12_ai_224	McLaren MP4-12C	0C D1 5B 8C
3133505670	86 80 C5 BA	mcl_mp4_12c_12_ai_244	McLaren MP4-12C	0C D1 5B 8C
3941945563	DB 50 F5 EA	mcl_mp4_12c_12_ai_254	McLaren MP4-12C	0C D1 5B 8C
3784919988	B4 4B 99 E1	mcl_mp4_12c_12_nfs_e	McLaren MP4-12C - NFS Edition	B4 4B 99 E1
3131107123	33 E7 A0 BA	mcl_mp4_12c_12_pp1v1	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
4294611947	EB 93 FA FF	mcl_mp4_12c_12_pp1v2	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
3922078657	C1 2B C6 E9	mcl_mp4_12c_12_pp1v3	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
1057106373	C5 29 02 3F	mcl_mp4_12c_12_pp1v4	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
3144079377	11 D8 66 BB	mcl_mp4_12c_12_pp1v5	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
3471408279	97 7C E9 CE	mcl_mp4_12c_12_pp1v6	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
130378825	49 6C C5 07	mcl_mp4_12c_12_pp1v7	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
4082318510	AE 3C 53 F3	mcl_mp4_12c_12_pp1v8	McLaren MP4-12C - Style Pack 1	0C D1 5B 8C
2541095939	03 0C 76 97	mcl_mp4_12c_12_pp2v1	McLaren MP4-12C - Racer Pack	3C 19 8E 09
91889143	F7 1D 7A 05	mcl_mp4_12c_12_pp2v2	McLaren MP4-12C - Racer Pack	3C 19 8E 09
1017936786	92 7B AC 3C	mcl_mp4_12c_12_pp2v3	McLaren MP4-12C - Racer Pack	3C 19 8E 09
3013363001	39 45 9C B3	mcl_mp4_12c_12_pp2v4	McLaren MP4-12C - Racer Pack	3C 19 8E 09
1204401820	9C B6 C9 47	mcl_mp4_12c_12_pp2v5	McLaren MP4-12C - Racer Pack	3C 19 8E 09
3568224351	5F C8 AE D4	mcl_mp4_12c_12_pp2v6	McLaren MP4-12C - Racer Pack	3C 19 8E 09
702147282	D2 EA D9 29	mcl_mp4_12c_12_pp2v7	McLaren MP4-12C - Racer Pack	3C 19 8E 09
1587206021	85 D7 9A 5E	mcl_mp4_12c_12_pp2v8	McLaren MP4-12C - Racer Pack	3C 19 8E 09
2166586403	23 7C 23 81	mcl_mp4_12c_12_pp_rare_1	McLaren MP4-12C - Signature Edition	42 A8 A3 D0
2658400503	F7 F8 73 9E	mcl_mp4_12c_12_pp_stock_1	McLaren MP4-12C	00 00 00 00
4193773627	3B E8 F7 F9	mcl_mp4_12c_12_pp_stock_2	McLaren MP4-12C	00 00 00 00
1619287845	25 5F 84 60	mcl_mp4_12c_12_pp_stock_3	McLaren MP4-12C	00 00 00 00
939656905	C9 06 02 38	mcl_mp4_12c_12_pp_stock_4	McLaren MP4-12C	00 00 00 00
2000101387	0B 20 37 77	mcl_mp4_12c_12_pp_stock_5	McLaren MP4-12C	00 00 00 00
2985567767	17 26 F4 B1	mcl_mp4_12c_12_pp_stock_6	McLaren MP4-12C	00 00 00 00
1596404988	FC 34 27 5F	mcl_mp4_12c_12_pp_stock_7	McLaren MP4-12C	00 00 00 00
3225073129	E9 B5 3A C0	mcl_mp4_12c_12_pp_stock_8	McLaren MP4-12C	00 00 00 00
2275990752	E0 DC A8 87	mer_sls_amg_10	Mercedes-Benz SLS AMG	00 00 00 00
1671281501	5D BB 9D 63	mer_sls_amg_10_adsales_1	Mercedes-Benz SLS AMG - Signature Ediiton	D6 5E F2 E6
2328589773	CD 75 CB 8A	mer_sls_amg_10_ai_190	Mercedes-Benz SLS AMG	00 00 00 00
502950628	E4 6A FA 1D	mer_sls_amg_10_ai_201	Mercedes-Benz SLS AMG	23 8F B9 C8
3149572385	21 A9 BA BB	mer_sls_amg_10_ai_267	Mercedes-Benz SLS AMG	D3 E0 76 FF
918776313	F9 69 C3 36	mer_sls_amg_10_nfs_e	Mercedes-Benz SLS AMG - NFS Edition	F9 69 C3 36
3140598995	D3 BC 31 BB	mer_sls_amg_10_pp1v1	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
2757000283	5B 7C 54 A4	mer_sls_amg_10_pp1v2	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
154832947	33 90 3A 09	mer_sls_amg_10_pp1v3	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
1588592206	4E FE AF 5E	mer_sls_amg_10_pp1v4	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
1850202578	D2 D9 47 6E	mer_sls_amg_10_pp1v5	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
1009283055	EF 6F 28 3C	mer_sls_amg_10_pp1v6	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
3010916180	54 EF 76 B3	mer_sls_amg_10_pp1v7	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
3383528818	72 8D AC C9	mer_sls_amg_10_pp1v8	Mercedes-Benz SLS AMG - Style Pack 1	59 17 86 99
1230625576	28 DB 59 49	mer_sls_amg_10_pp2v1	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
3737659035	9B 26 C8 DE	mer_sls_amg_10_pp2v2	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
358818632	48 23 63 15	mer_sls_amg_10_pp2v3	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
608026217	69 BE 3D 24	mer_sls_amg_10_pp2v4	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
2175277610	2A 1A A8 81	mer_sls_amg_10_pp2v5	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
3573718054	26 9C 02 D5	mer_sls_amg_10_pp2v6	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
1102493931	EB B8 B6 41	mer_sls_amg_10_pp2v7	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
3592555346	52 0B 22 D6	mer_sls_amg_10_pp2v8	Mercedes-Benz SLS AMG - Circuit Racer Pack	8E FF 7C 7D
3990075021	8D B6 D3 ED	mer_sls_amg_10_pp_rare_1	Mercedes-Benz SLS AMG - Signature Ediiton	D3 E0 76 FF
2388012568	18 2E 56 8E	mer_sls_amg_10_pp_stock_1	Mercedes-Benz SLS AMG	00 00 00 00
216225462	B6 56 E3 0C	mer_sls_amg_10_pp_stock_2	Mercedes-Benz SLS AMG	00 00 00 00
2985597040	70 98 F4 B1	mer_sls_amg_10_pp_stock_3	Mercedes-Benz SLS AMG	00 00 00 00
2139572361	89 48 87 7F	mer_sls_amg_10_pp_stock_4	Mercedes-Benz SLS AMG	00 00 00 00
1468032021	15 64 80 57	mer_sls_amg_10_pp_stock_5	Mercedes-Benz SLS AMG	00 00 00 00
679908951	57 96 86 28	mer_sls_amg_10_pp_stock_6	Mercedes-Benz SLS AMG	00 00 00 00
442667406	8E 91 62 1A	mer_sls_amg_10_pp_stock_7	Mercedes-Benz SLS AMG	00 00 00 00
3302971046	A6 56 DF C4	mer_sls_amg_10_pp_stock_8	Mercedes-Benz SLS AMG	00 00 00 00
3367604003	23 8F B9 C8	mer_sls_amg_10_rival	Mercedes-Benz SLS AMG - Signature Ediiton	F9 69 C3 36
3928430091	0B 16 27 EA	mit_evo_x_08	Mitsubishi Lancer Evolution X	00 00 00 00
3951888656	10 09 8D EB	mit_evo_x_08_ai_014	Mitsubishi Lancer Evolution X	33 2B 9E 88
3287147723	CB E4 ED C3	mit_evo_x_08_ai_020	Mitsubishi Lancer Evolution X	33 2B 9E 88
657221135	0F 66 2C 27	mit_evo_x_08_ai_092	Mitsubishi Lancer Evolution X	33 2B 9E 88
1280081410	02 7E 4C 4C	mit_evo_x_08_ai_155	Mitsubishi Lancer Evolution X	33 2B 9E 88
1903450380	0C 59 74 71	mit_evo_x_08_ai_156	Mitsubishi Lancer Evolution X	33 2B 9E 88
1470675068	7C B8 A8 57	mit_evo_x_08_ai_204	Mitsubishi Lancer Evolution X	7F BF DA 3B
2292067123	33 2B 9E 88	mit_evo_x_08_nfs_e	Mitsubishi Lancer Evolution X	33 2B 9E 88
4040269140	54 9D D1 F0	mit_evo_x_08_pp1v1	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
1182070558	1E F7 74 46	mit_evo_x_08_pp1v2	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
2253174110	5E B5 4C 86	mit_evo_x_08_pp1v3	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
778648454	86 3B 69 2E	mit_evo_x_08_pp1v4	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
2532782653	3D 32 F7 96	mit_evo_x_08_pp1v5	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
820615519	5F 99 E9 30	mit_evo_x_08_pp1v6	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
1016325763	83 E6 93 3C	mit_evo_x_08_pp1v7	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
2502714866	F2 65 2C 95	mit_evo_x_08_pp1v8	Mitsubishi Lancer Evolution X - Style Pack 1	D4 29 AB B7
48714562	42 53 E7 02	mit_evo_x_08_pp2v1	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
2231965096	A8 15 09 85	mit_evo_x_08_pp2v2	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
1637501284	64 49 9A 61	mit_evo_x_08_pp2v3	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
1960726400	80 4F DE 74	mit_evo_x_08_pp2v4	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
2974072391	47 BE 44 B1	mit_evo_x_08_pp2v5	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
2023829189	C5 2E A1 78	mit_evo_x_08_pp2v6	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
1170354717	1D 32 C2 45	mit_evo_x_08_pp2v7	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
1500301306	FA C7 6C 59	mit_evo_x_08_pp2v8	Mitsubishi Lancer Evolution X - Time Attack Pack	1A 69 65 A9
301583646	1E CD F9 11	mit_evo_x_08_pp3v1	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
3725658313	C9 08 11 DE	mit_evo_x_08_pp3v2	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
2075854271	BF 05 BB 7B	mit_evo_x_08_pp3v3	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
2115754285	2D D9 1B 7E	mit_evo_x_08_pp3v4	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
287746349	2D A9 26 11	mit_evo_x_08_pp3v5	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
1972219430	26 AE 8D 75	mit_evo_x_08_pp3v6	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
2051092784	30 31 41 7A	mit_evo_x_08_pp3v7	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
1160583333	A5 18 2D 45	mit_evo_x_08_pp3v8	Mitsubishi Lancer Evolution X - Aero Pack	BA ED 5C 7C
3004153083	FB BC 0F B3	mit_evo_x_08_pp_stock_1	Mitsubishi Lancer Evolution X	00 00 00 00
779609745	91 E6 77 2E	mit_evo_x_08_pp_stock_2	Mitsubishi Lancer Evolution X	00 00 00 00
4210413320	08 CF F5 FA	mit_evo_x_08_pp_stock_3	Mitsubishi Lancer Evolution X	00 00 00 00
404351681	C1 EA 19 18	mit_evo_x_08_pp_stock_4	Mitsubishi Lancer Evolution X	00 00 00 00
3771535624	08 11 CD E0	mit_evo_x_08_pp_stock_5	Mitsubishi Lancer Evolution X	00 00 00 00
3954512730	5A 13 B5 EB	mit_evo_x_08_pp_stock_6	Mitsubishi Lancer Evolution X	00 00 00 00
1705281	41 05 1A 00	mit_evo_x_08_pp_stock_7	Mitsubishi Lancer Evolution X	00 00 00 00
4111813361	F1 4A 15 F5	mit_evo_x_08_pp_stock_8	Mitsubishi Lancer Evolution X	00 00 00 00
1803621372	FC 13 81 6B	nis_240_zg_71	Nissan Fairlady 240ZG (S30)	00 00 00 00
2003853787	DB 61 70 77	nis_240_zg_71_ai_086	Nissan Fairlady 240ZG (S30)	26 D8 8C E2
2155992723	93 D6 81 80	nis_240_zg_71_ai_122	Nissan Fairlady 240ZG (S30)	CC 7F C2 DD
4004575680	C0 F9 B0 EE	nis_240_zg_71_ai_123	Nissan Fairlady 240ZG (S30)	CC 7F C2 DD
2335272314	7A 6D 31 8B	nis_240_zg_71_ai_206	Nissan Fairlady 240ZG (S30)	CC 7F C2 DD
1491506845	9D 96 E6 58	nis_240_zg_71_ai_321	Nissan Fairlady 240ZG (S30)	CC 7F C2 DD
3001286456	38 FF E3 B2	nis_240_zg_71_marketing_1	Nissan Fairlady 240ZG (S30) - Signature Edition	9D 45 D0 0F
1190262596	44 F7 F1 46	nis_240_zg_71_nfs_e	Nissan Fairlady 240ZG (S30) - NFS Edition	44 F7 F1 46
1022752868	64 F8 F5 3C	nis_240_zg_71_pp1v1	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
2933887231	FF 90 DF AE	nis_240_zg_71_pp1v2	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
228167945	09 91 99 0D	nis_240_zg_71_pp1v3	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
2179205416	28 09 E4 81	nis_240_zg_71_pp1v4	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
3835781893	05 63 A1 E4	nis_240_zg_71_pp1v5	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
634250374	86 E4 CD 25	nis_240_zg_71_pp1v6	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
874057756	1C 10 19 34	nis_240_zg_71_pp1v7	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
4034215873	C1 3F 75 F0	nis_240_zg_71_pp1v8	Nissan Fairlady 240ZG (S30) - Style Pack 1	9D 38 A5 B7
1313492407	B7 4D 4A 4E	nis_240_zg_71_pp2v1	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
67489782	F6 CF 05 04	nis_240_zg_71_pp2v2	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
2893445493	75 79 76 AC	nis_240_zg_71_pp2v3	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
3247298772	D4 D8 8D C1	nis_240_zg_71_pp2v4	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
3534917550	AE 8F B2 D2	nis_240_zg_71_pp2v5	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
1699397292	AC BE 4A 65	nis_240_zg_71_pp2v6	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
1303953852	BC C1 B8 4D	nis_240_zg_71_pp2v7	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
2942752484	E4 D6 66 AF	nis_240_zg_71_pp2v8	Nissan Fairlady 240ZG (S30) - Retro Racer Pack	83 3B DE 14
4150176875	6B AC 5E F7	nis_240_zg_71_pp_rare_1	Nissan Fairlady 240ZG (S30) - Signature Edition	F0 96 0C EE
3251408801	A1 8F CC C1	nis_240_zg_71_pp_run	Nissan Fairlady 240ZG (S30) - NFS Edition	A1 8F CC C1
2581711499	8B CA E1 99	nis_240_zg_71_pp_run_garage_car	Nissan Fairlady 240ZG (S30) - NFS Edition	A1 8F CC C1
1793448368	B0 D9 E5 6A	nis_240_zg_71_pp_stock_1	Nissan Fairlady 240ZG (S30)	00 00 00 00
2680795434	2A B1 C9 9F	nis_240_zg_71_pp_stock_2	Nissan Fairlady 240ZG (S30)	00 00 00 00
1653183305	49 93 89 62	nis_240_zg_71_pp_stock_3	Nissan Fairlady 240ZG (S30)	00 00 00 00
2107071804	3C 5D 97 7D	nis_240_zg_71_pp_stock_4	Nissan Fairlady 240ZG (S30)	00 00 00 00
174254050	E2 E7 62 0A	nis_240_zg_71_pp_stock_5	Nissan Fairlady 240ZG (S30)	00 00 00 00
2003942101	D5 BA 71 77	nis_240_zg_71_pp_stock_6	Nissan Fairlady 240ZG (S30)	00 00 00 00
3056380666	FA AA 2C B6	nis_240_zg_71_pp_stock_7	Nissan Fairlady 240ZG (S30)	00 00 00 00
2365200806	A6 19 FA 8C	nis_240_zg_71_pp_stock_8	Nissan Fairlady 240ZG (S30)	00 00 00 00
3935066314	CA 58 8C EA	nis_370_z_09	Nissan 370Z (Z34)	00 00 00 00
423387023	8F 5F 3C 19	nis_370_z_09_adsales_1	Nissan 370Z (Z34) - Signature Edition	3B 11 24 F3
1028240723	53 B5 49 3D	nis_370_z_09_ai_114	Nissan 370Z (Z34)	7E F2 CF 42
1242974798	4E 4A 16 4A	nis_370_z_09_ai_115	Nissan 370Z (Z34)	72 C7 09 54
3471684760	98 B4 ED CE	nis_370_z_09_ai_136	Nissan 370Z (Z34)	7D C9 10 CB
3472622304	E0 02 FC CE	nis_370_z_09_ai_137	Nissan 370Z (Z34)	B1 1C 46 EC
1189526266	FA BA E6 46	nis_370_z_09_ai_163	Nissan 370Z (Z34)	B1 1C 46 EC
4045851596	CC CB 26 F1	nis_370_z_09_ai_258	Nissan 370Z (Z34)	CB B0 05 EE
3488371840	80 54 EC CF	nis_370_z_09_pp1v1	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
1165599172	C4 A1 79 45	nis_370_z_09_pp1v2	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
2913025133	6D 3C A1 AD	nis_370_z_09_pp1v3	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
3384584182	F6 A7 BC C9	nis_370_z_09_pp1v4	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
3971722434	C2 AC BB EC	nis_370_z_09_pp1v5	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
1960429708	8C C8 D9 74	nis_370_z_09_pp1v6	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
2021356347	3B 73 7B 78	nis_370_z_09_pp1v7	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
2955619299	E3 2B 2B B0	nis_370_z_09_pp1v8	Nissan 370Z (Z34) - Style Pack 1	70 2E 2C 73
514593570	22 13 AC 1E	nis_370_z_09_pp2v1	Nissan 370Z (Z34) - Style Pack 2	38 48 2B 41
2182748294	86 18 1A 82	nis_370_z_09_pp2v2	Nissan 370Z (Z34) - Style Pack 2	38 48 2B 41
3948554714	DA 29 5A EB	nis_370_z_09_pp2v3	Nissan 370Z (Z34) - Style Pack 2	38 48 2B 41
3893380031	BF 43 10 E8	nis_370_z_09_pp2v4	Nissan 370Z (Z34) - Style Pack 2	38 48 2B 41
2302611117	AD 0E 3F 89	nis_370_z_09_pp2v5	Nissan 370Z (Z34) - Style Pack 2	38 48 2B 41
1578908002	62 39 1C 5E	nis_370_z_09_pp2v6	Nissan 370Z (Z34) - Style Pack 2	38 48 2B 41
